scorer,DLC_resnet50_T001Mar9shuffle1_500000,DLC_resnet50_T001Mar9shuffle1_500000,DLC_resnet50_T001Mar9shuffle1_500000,DLC_resnet50_T001Mar9shuffle1_500000,DLC_resnet50_T001Mar9shuffle1_500000,DLC_resnet50_T001Mar9shuffle1_500000,DLC_resnet50_T001Mar9shuffle1_500000,DLC_resnet50_T001Mar9shuffle1_500000,DLC_resnet50_T001Mar9shuffle1_500000,DLC_resnet50_T001Mar9shuffle1_500000,DLC_resnet50_T001Mar9shuffle1_500000,DLC_resnet50_T001Mar9shuffle1_500000
bodyparts,Mouse1,Mouse1,Mouse1,Mouse2,Mouse2,Mouse2,Mouse3,Mouse3,Mouse3,Mouse4,Mouse4,Mouse4
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
1478,931.4170532,37.7266655,0.999999523,1147.197876,44.33424377,0.999994159,540.0803833,643.0489502,0.999998152,1506.255981,677.1661987,0.999998987
1479,931.4077759,37.7495575,0.999999642,1147.197876,44.23836899,0.999993682,540.1054688,643.0552979,0.999998212,1506.286743,677.1532593,0.999999046
1480,931.2981567,37.7495575,0.999999523,1147.197876,44.06850052,0.999993682,540.2249146,643.0876465,0.999998093,1506.287842,677.1497192,0.999998927
1481,931.0318604,37.84597778,0.999999642,1147.212036,43.98078156,0.999996185,540.6012573,643.7107544,0.999997973,1506.293823,677.1497192,0.999998987
1482,930.9544678,37.87618256,0.999999642,1147.212036,43.97373962,0.999995708,540.6347656,643.7406006,0.999997914,1506.293823,677.1497192,0.999998987
1483,930.9002075,38.03120804,0.999999642,1147.212036,43.93685913,0.999995708,540.9754639,643.7406006,0.999997854,1506.293823,677.4013672,0.999999046
1484,930.8918457,38.11867523,0.999999642,1147.231812,43.89526367,0.999995053,540.9754639,643.7406006,0.999997795,1506.159668,677.611145,0.999998987
1485,930.8441162,38.15686798,0.999999464,1147.231812,43.8918457,0.999994993,540.9754639,643.7406006,0.999997795,1506.12439,677.6555176,0.999998987
1486,930.8441162,38.15686798,0.999999285,1147.231812,43.8918457,0.999994814,540.972229,643.736084,0.999997973,1506.121338,677.6555176,0.999998927
1487,930.8274536,38.11867523,0.999999285,1147.231812,43.8918457,0.999994755,540.9100342,643.6251221,0.999997854,1506.121338,677.611145,0.999998987
1488,930.8441162,37.99694061,0.999999166,1147.231812,43.94717407,0.99999553,540.2579346,643.4234619,0.999998271,1506.121338,677.4817505,0.999999046
1489,930.8936768,37.84383774,0.999999404,1147.447021,44.05094147,0.999994278,540.2477417,643.3083496,0.999998391,1506.121338,677.2347412,0.999999285
1490,930.8953247,37.57512665,0.999999404,1147.47522,44.11669159,0.999994159,540.2476807,643.2912598,0.99999845,1506.121338,677.2347412,0.999999225
1491,930.8953247,37.57512665,0.999999344,1147.47522,44.11669159,0.999994099,540.2477417,643.2912598,0.999998331,1506.11145,677.1619873,0.999999166
1492,930.9182739,37.57512665,0.999999404,1147.47522,44.11669159,0.99999404,540.2477417,643.3083496,0.999998212,1506.111328,677.1497192,0.999999225
1493,931.1309204,37.64538956,0.999999464,1147.437988,44.04619217,0.999993801,540.6849365,643.4769897,0.99999845,1505.865601,677.0733643,0.999999225
1494,931.1309204,37.78659821,0.999999464,1147.425537,44.02635193,0.999993742,540.6897583,643.4963379,0.999998212,1505.865601,677.0527344,0.999999166
1495,931.1659546,37.79037094,0.999999583,1147.409302,44.02635193,0.999993861,540.6942749,643.4963379,0.999998331,1505.859497,677.0527344,0.999999285
1496,931.1659546,37.82050705,0.999999404,1147.400513,44.02635193,0.99999404,540.8364868,643.4769897,0.999998391,1505.859497,677.0506592,0.999999166
1497,931.3639526,37.98487854,0.999999642,1146.855957,44.22062302,0.99999404,541.5942383,643.1994629,0.999997258,1505.671875,677.0355225,0.999999404
1498,931.428772,37.98487854,0.999999702,1146.855957,44.22931671,0.999994397,541.6270752,643.1994629,0.999997079,1505.668823,677.0506592,0.999999285
1499,931.4295044,37.98487854,0.999999642,1146.855957,44.23184204,0.999994397,541.7734375,643.1994629,0.999996901,1505.659546,677.1535645,0.999999285
1500,931.6349487,37.91782761,0.999999762,1146.98645,44.68833542,0.999993622,541.7734375,643.3001709,0.999997795,1505.410522,677.7131958,0.999999285
1501,931.6349487,37.91782761,0.999999762,1146.986572,44.68833542,0.999993682,541.7734375,643.4935913,0.999997497,1505.410522,677.7184448,0.999999285
1502,931.6349487,37.91782761,0.999999702,1146.994507,44.68833542,0.999993563,541.7605591,643.678894,0.99999702,1505.410522,677.8133545,0.999999285
1503,931.4562988,37.91782761,0.999999583,1147.249023,44.68833542,0.999993086,541.6662598,643.6997681,0.999997258,1505.449707,677.7184448,0.999999404
1504,931.4248657,37.91782761,0.999999523,1147.290405,44.68833542,0.999992609,541.6372681,643.6091919,0.999997616,1505.525879,677.7131958,0.999999285
1505,931.0708008,37.73972321,0.999999642,1147.290527,44.79349899,0.999992847,541.5684204,643.7053833,0.999997258,1505.863647,677.5588989,0.999999166
1506,930.9885254,37.73889542,0.999999583,1147.290405,44.79863739,0.999993086,541.5631714,643.7802124,0.99999702,1505.902466,677.4796143,0.999999046
1507,930.9865723,37.72006607,0.999999583,1147.290405,44.79922104,0.999993086,541.5631714,643.8713989,0.999997139,1505.904663,677.4005737,0.999999166
1508,930.9815063,37.72006607,0.999999583,1147.290161,44.79922104,0.999993086,541.4484863,644.2266846,0.999997556,1505.904663,677.4005737,0.999999046
1509,930.9692993,37.73889542,0.999999523,1147.268066,44.80818176,0.999992847,541.4484863,644.237915,0.999997735,1505.904663,677.4005737,0.999999166
1510,930.8916016,37.83833313,0.999999583,1147.246582,44.80818176,0.999992847,541.4484863,644.237915,0.999997556,1505.904663,677.4257202,0.999999166
1511,930.8013306,37.83833313,0.999999523,1147.246582,44.80818176,0.999992609,541.4786987,644.237915,0.999997497,1505.964111,677.4265747,0.999999046
1512,930.7918701,37.83833313,0.999999702,1147.268066,44.53635025,0.999993324,541.4786987,643.8174438,0.999998212,1505.964111,677.4341431,0.999999225
1513,930.4390259,37.78908157,0.999999762,1147.448975,44.50427246,0.999994695,541.4786987,643.0540771,0.999998271,1505.950684,677.5327148,0.999999404
1514,930.4390259,37.73903275,0.999999762,1147.448975,44.31198883,0.999993861,541.4560547,643.0532837,0.999998093,1505.950684,677.6101074,0.999999404
1515,930.4390259,37.7287178,0.999999762,1147.448975,44.2153511,0.999993801,541.4467163,643.0532837,0.999998212,1505.950684,677.6101074,0.999999404
1516,930.4396973,37.7287178,0.999999762,1147.40979,44.20768356,0.99999404,541.446228,643.0532837,0.999998093,1505.864136,677.8260498,0.999999344
1517,930.4399414,37.7287178,0.999999762,1147.393188,44.18167114,0.999994218,541.446167,643.0537109,0.999998093,1505.771118,677.987854,0.999999285
1518,930.4399414,37.91643524,0.999999762,1147.390015,44.1324234,0.999994516,541.4456177,643.0537109,0.999998212,1505.7229,678.0466919,0.999999285
1519,930.453186,37.91643524,0.999999702,1147.386719,44.1324234,0.999994397,540.9781494,643.776062,0.999998629,1505.7229,678.0889282,0.999999285
1520,930.4684448,37.91643524,0.999999702,1147.384155,44.1324234,0.999994397,540.8527832,643.7950439,0.999998748,1505.7229,678.2156372,0.999999285
1521,930.7228394,37.84180069,0.999999762,1147.278442,44.70751953,0.999993682,540.5265503,644.1948853,0.999998569,1505.860718,678.5363159,0.999999404
1522,930.7228394,37.70591736,0.999999821,1147.265381,44.70751953,0.999993861,540.5265503,644.1948853,0.99999845,1505.860718,678.6557007,0.999999404
1523,930.7228394,37.28420639,0.999999702,1147.203857,44.70751953,0.999995053,540.5265503,644.1948853,0.999998748,1505.860718,678.8973999,0.999999106
1524,930.6242676,37.28194046,0.999999583,1147.154297,44.06888199,0.999993801,541.0445557,643.4923096,0.999998808,1505.856689,678.8973999,0.999999166
1525,930.6208496,37.27296448,0.999999642,1147.13623,44.05739975,0.999993801,541.0878296,643.4712524,0.999998808,1505.856689,678.8973999,0.999999166
1526,930.6208496,37.26004791,0.999999523,1147.13623,44.05739975,0.999993801,541.0878296,643.4440918,0.999998808,1505.679077,678.6651001,0.999999225
1527,930.6208496,37.25533676,0.999999642,1147.134644,44.05739975,0.999993801,541.0445557,643.4440918,0.999998808,1505.71228,678.6651001,0.999999285
1528,930.8248901,37.25310516,0.999999583,1147.134644,44.05771255,0.999993861,540.8241577,643.4440918,0.999998689,1505.729858,678.6651001,0.999999225
1529,931.4040527,37.14301682,0.999999642,1147.108765,44.08868408,0.999994278,540.5579224,643.9423218,0.999998689,1505.71228,678.9899902,0.999998987
1530,931.4208984,37.14301682,0.999999762,1147.106323,44.08868408,0.999994278,540.4888916,643.9985352,0.999998689,1505.71228,678.9899902,0.999998987
1531,931.4257202,37.14301682,0.999999762,1147.106323,44.09036255,0.999994278,540.473938,644.000061,0.999998748,1505.71228,678.9899902,0.999999046
1532,931.6125488,37.17781067,0.999999702,1147.108765,44.09297562,0.999994338,540.473938,644.000061,0.999998748,1505.687866,678.9200439,0.999999166
1533,931.6125488,37.21365738,0.999999762,1147.197144,44.20121384,0.999993801,540.2192383,644.095459,0.999998927,1505.622192,678.8986816,0.999999225
1534,931.6125488,37.38452911,0.999999702,1147.197388,44.20121384,0.99999404,540.2061768,644.1516113,0.999998808,1505.598511,678.8986816,0.999999225
1535,931.5501099,37.41913223,0.999999762,1147.271973,44.20121384,0.99999404,540.2061768,644.1516113,0.999998748,1505.598389,678.8977051,0.999999166
1536,931.5288086,37.52435303,0.999999762,1147.271973,44.13800049,0.999993086,540.2061768,644.095459,0.999998689,1505.536865,678.8977051,0.999999166
1537,931.4527588,37.53971481,0.999999762,1147.373535,44.04785538,0.999992013,540.5388184,644.0125732,0.999998629,1505.536865,678.3115234,0.999999285
1538,931.4527588,37.53971481,0.999999702,1147.373535,44.03118134,0.999991894,540.5758057,643.9380493,0.999998569,1505.536865,678.2992554,0.999999285
1539,931.4116211,37.53971481,0.999999762,1147.373535,44.01273727,0.999991953,540.5977173,643.9348145,0.999998569,1505.539917,678.2374268,0.999999285
1540,931.3939209,37.42472458,0.999999762,1147.334351,44.01273727,0.999991894,540.6524048,643.6316528,0.999998569,1505.686157,678.0864258,0.999999404
1541,931.3795776,37.42472458,0.999999762,1147.334351,43.99669647,0.999991775,540.802063,643.5387573,0.99999851,1505.713135,678.0084229,0.999999464
1542,931.37677,37.42472458,0.999999762,1147.334351,43.99655533,0.999993205,540.802063,643.5387573,0.99999851,1505.831421,677.9834595,0.999999523
1543,931.2012329,37.87179184,0.999999821,1147.394531,43.99655533,0.999992788,540.802063,643.5387573,0.999997973,1505.831421,677.9834595,0.999999523
1544,931.1556396,37.88563919,0.999999762,1147.415039,44.05038834,0.999992967,540.7373047,643.7231445,0.999997973,1505.831421,677.9834595,0.999999404
1545,931.065979,37.91195679,0.999999702,1147.471924,44.32164001,0.99999404,540.7373047,643.7659302,0.999998569,1505.651978,678.2805786,0.999999523
1546,931.065979,37.93840408,0.999999702,1147.471924,44.49348831,0.999993205,540.6947021,643.7860718,0.99999845,1505.651978,678.2805786,0.999999404
1547,931.065979,37.93848419,0.999999762,1147.471924,44.50380325,0.999993145,540.7373047,643.7860718,0.999998391,1505.651978,678.2805786,0.999999523
1548,931.15625,38.09439468,0.999999762,1147.281372,44.81679916,0.99999404,540.7888184,643.7860718,0.999998331,1505.847046,678.0137329,0.999999464
1549,931.15625,38.09579849,0.999999702,1147.281372,44.81908798,0.999994218,540.8227539,643.7270508,0.999998212,1505.859375,677.9138184,0.999999464
1550,931.15625,38.13375092,0.999999762,1147.275635,44.81908798,0.999993682,540.9202881,643.5509033,0.999998212,1505.904419,677.913147,0.999999464
1551,931.1480713,38.13375092,0.999999762,1147.281372,44.81908798,0.999993742,541.0927124,643.4581909,0.999997914,1506.092041,677.9031982,0.999999523
1552,931.0670166,38.13375092,0.999999762,1147.281372,44.81908798,0.999993861,541.1156616,643.3777466,0.999997854,1506.092041,677.9031982,0.999999523
1553,931.0175171,37.7583046,0.999999642,1147.281372,44.47501755,0.999991059,542.1069336,643.3023682,0.999997497,1506.092041,677.9031982,0.999999285
1554,930.9135742,37.7583046,0.999999642,1147.275635,44.39674377,0.999991,542.1069336,643.3023682,0.999997497,1506.047119,677.9606323,0.999999285
1555,930.9135742,37.7583046,0.999999642,1147.249756,44.39674377,0.999991417,542.1069336,643.2980347,0.999997497,1506.038574,677.9989624,0.999999285
1556,930.9127197,37.80513,0.999999642,1147.234863,44.47501755,0.999991953,542.0344849,643.3023682,0.999997377,1505.923584,678.1219482,0.999999166
1557,930.9135742,37.8527298,0.999999642,1147.234863,44.47822952,0.999991775,542.0236206,643.3356323,0.999997258,1505.853149,678.1219482,0.999999285
1558,930.923645,37.8527298,0.999999702,1147.245972,44.47822952,0.999991894,542.0227661,643.3356323,0.999997377,1505.783325,678.1219482,0.999999225
1559,930.9456787,37.8527298,0.999999642,1147.249756,44.47822952,0.999991894,542.0227661,643.2775879,0.999997377,1505.739258,678.1219482,0.999999225
1560,931.1148682,37.42217255,0.999999642,1147.488159,44.10272217,0.99999249,541.8119507,643.368103,0.99999702,1505.569458,678.1219482,0.999999166
1561,931.1760864,37.42217255,0.999999702,1147.488159,44.07569122,0.999992132,541.5524902,643.368103,0.999996781,1505.381104,678.6169434,0.999998927
1562,931.1917725,37.42217255,0.999999762,1147.490356,43.90377045,0.999992132,541.5143433,643.3690186,0.999995947,1505.192505,678.6893921,0.999998987
1563,931.2556152,37.61390686,0.999999702,1147.491943,43.89965439,0.999993265,541.4411011,643.4678955,0.999996066,1504.418579,678.769104,0.999998689
1564,931.2556152,37.66129303,0.999999702,1147.491455,43.89965439,0.999993503,541.4406128,643.4685059,0.999995947,1504.371338,678.6893921,0.999998391
1565,931.2556152,37.6892128,0.999999642,1147.490356,43.89965439,0.999993443,541.4406128,643.46875,0.999995947,1504.188354,679.0014038,0.999998093
1566,931.2279663,37.72488785,0.999999642,1147.490356,43.89965439,0.999993384,541.4405518,643.46875,0.999995947,1504.188354,679.0014038,0.999998748
1567,931.2279663,37.72717285,0.999999702,1147.484985,43.89965439,0.999993503,541.4328613,643.46875,0.999996543,1504.371338,678.5421753,0.999998331
1568,931.2279663,37.72717285,0.999999642,1147.423462,44.08508682,0.999993563,541.4324951,643.46875,0.999996483,1505.782715,678.5420532,0.999999285
1569,931.5151367,37.80765915,0.999999404,1147.316406,44.15311432,0.999996305,541.3643799,643.267334,0.999996901,1505.814453,678.5388184,0.999999166
1570,931.5151367,37.80765915,0.999999404,1147.316406,44.17300797,0.999996185,541.3636475,643.2671509,0.999996543,1505.984741,678.4428101,0.999999166
1571,931.5151367,37.80765915,0.999999404,1147.316406,44.17304611,0.999996185,541.3583984,643.2671509,0.999996662,1506.068115,678.4428101,0.999999225
1572,931.5222168,37.94251633,0.999999285,1147.316406,44.18147659,0.99999553,541.0780029,643.267334,0.999998093,1506.116333,678.4428101,0.999999106
1573,931.5222168,37.99071884,0.999999404,1147.246216,44.28776169,0.999995589,541.0059204,643.3222046,0.999998093,1506.152222,678.5853271,0.999999344
1574,931.4953613,37.99071884,0.999999464,1147.126465,44.37794495,0.999996543,541.0033569,643.3222046,0.999998152,1506.169312,678.5853271,0.999999285
1575,931.4953613,38.03784943,0.999999464,1147.103271,44.39078903,0.999996424,541.0033569,643.3222046,0.999998093,1506.169312,678.5853271,0.999999404
1576,931.4817505,38.0492363,0.999999285,1147.087769,44.41841507,0.999996185,541.0059204,643.3141479,0.999998331,1506.186646,678.4986572,0.999999404
1577,931.1786499,38.18561554,0.999999523,1147.087769,44.73716736,0.99999404,541.0910034,643.2650757,0.999997735,1506.290894,677.5415039,0.999999523
1578,931.1643066,38.19219208,0.999999523,1147.096436,44.7386055,0.99999398,541.1598511,643.2493896,0.999997318,1506.290894,677.4995117,0.999999523
1579,931.1400757,38.21029282,0.999999464,1147.096436,44.74724579,0.99999392,541.1598511,643.2203979,0.999997318,1506.320068,677.491394,0.999999523
1580,931.1399536,38.23920059,0.999999523,1147.120605,44.76094055,0.999993682,541.1598511,642.9506836,0.999997735,1506.320068,677.491394,0.999999523
1581,931.1399536,38.23937225,0.999999523,1147.131226,44.76094055,0.999993443,541.1087646,642.9500732,0.999997735,1506.320068,677.4995117,0.999999464
1582,931.1400757,38.25690079,0.999999523,1147.131226,44.74724579,0.999994159,541.0618896,642.9500732,0.999997735,1506.338501,677.4589844,0.999999523
1583,931.1400757,38.33850098,0.999999464,1147.131226,44.46366882,0.999993861,541.0458984,642.9506836,0.999996901,1506.342041,677.3302612,0.999999523
1584,931.1265259,38.50112152,0.999999523,1147.209473,44.19394302,0.999994159,541.0456543,643.8623657,0.999997258,1506.401978,677.2111206,0.999999523
1585,931.1762085,38.52129745,0.999999404,1147.338623,44.00761032,0.999994278,540.9764404,643.9751587,0.999996901,1506.447632,677.2111206,0.999999523
1586,931.1762085,38.52129745,0.999999404,1147.342529,44.00712204,0.999994159,540.7680664,643.9866943,0.99999702,1506.500122,677.1272583,0.999999523
1587,931.1762085,38.50656891,0.999999285,1147.39917,43.93701935,0.999993801,540.7360229,644.0395508,0.999997139,1506.504639,677.0630493,0.999999583
1588,931.1995239,38.50656891,0.999999404,1147.39917,43.93701935,0.999993682,540.6419067,644.1593628,0.999997139,1506.504639,677.0630493,0.999999523
1589,931.2178955,38.48212433,0.999999285,1147.39917,43.93701935,0.999993801,540.6416626,644.1605835,0.999997139,1506.500122,677.0630493,0.999999523
1590,931.2178955,38.48212433,0.999999404,1147.296631,44.04540253,0.999993742,540.5921631,644.394043,0.999997318,1505.714844,677.4735107,0.999999285
1591,931.2178955,38.50656891,0.999999285,1147.289429,44.06040573,0.999993563,540.5539551,644.394043,0.999997377,1505.714844,677.5568237,0.999999285
1592,931.0921021,38.46595764,0.999999285,1147.286499,44.0642662,0.999993563,540.5539551,644.394043,0.999997497,1505.714844,677.8358154,0.999999166
1593,931.0567017,38.46595764,0.999999285,1147.282471,44.064785,0.999993443,540.5539551,644.3544922,0.999997497,1506.02771,677.9766846,0.999999404
1594,931.020874,38.29687119,0.999999404,1147.286499,44.1817131,0.99999249,540.9039917,643.2987061,0.999996781,1506.108154,677.9766846,0.999999166
1595,930.9885864,38.2711792,0.999999285,1147.289429,44.21760559,0.999992609,540.9442749,643.2838745,0.999996722,1506.110352,677.7190552,0.999999166
1596,930.9147339,37.94983292,0.999999225,1147.545898,44.2347641,0.999985456,541.5148315,643.2713623,0.999996185,1506.110352,677.7190552,0.999999285
1597,930.9129639,37.94983292,0.999999225,1147.545898,44.23712158,0.99998641,541.5283813,643.2713623,0.999995828,1506.230469,677.666687,0.999999225
1598,930.9112549,37.94983292,0.999999166,1147.545898,44.24496078,0.999986649,541.5283813,643.2601929,0.999995589,1506.248779,677.6012573,0.999999166
1599,930.9112549,37.9499321,0.999999166,1147.545898,44.29983139,0.999987364,541.5283813,643.2175903,0.999995589,1506.248779,677.5963135,0.999999225
1600,930.9112549,37.9499321,0.999999225,1147.539063,44.29998398,0.999987364,541.503479,643.1880493,0.999995887,1506.248779,677.5963135,0.999999166
1601,930.9112549,37.9514389,0.999999285,1147.536133,44.30233002,0.999987006,541.4576416,643.1517334,0.999995947,1506.248779,677.5963135,0.999999225
1602,931.1504517,38.44087219,0.999999404,1147.443115,44.30233002,0.999988437,541.3612671,643.1517334,0.999997318,1506.236694,677.6506348,0.999999344
1603,931.1538696,38.45041656,0.999999404,1147.411255,44.30233002,0.999988556,541.3612671,643.1517334,0.999997258,1506.236694,677.687439,0.999999285
1604,931.2550659,38.56681442,0.999999464,1147.332642,44.30520248,0.999990225,541.3612671,643.4761963,0.999996543,1506.236694,677.687439,0.999999404
1605,931.2797852,38.56681442,0.999999523,1147.331665,44.29761124,0.999990344,541.3614502,643.4761963,0.999996543,1506.311279,677.6925659,0.999999404
1606,931.305542,38.62693024,0.999999464,1147.240479,44.29761124,0.999990821,541.3614502,643.4763794,0.999996603,1506.311279,677.7053223,0.999999404
1607,931.3722534,38.62693024,0.999999523,1147.223511,44.30520248,0.999991298,541.3614502,643.4763794,0.999996543,1506.311279,677.7492065,0.999999404
1608,931.4146118,38.56681442,0.999999523,1147.219849,44.65809631,0.999988317,541.3614502,643.4761963,0.99999702,1505.648438,678.4420166,0.999999285
1609,931.4348755,38.51208115,0.999999464,1147.185303,44.66783142,0.999988317,541.3614502,643.4761963,0.999996901,1505.207764,678.5022583,0.999999046
1610,931.4497681,38.51208115,0.999999285,1147.108032,44.846138,0.999992728,541.1083374,643.305481,0.999996066,1505.126099,678.5343628,0.999999166
1611,931.4589844,38.38981247,0.999999166,1147.108032,44.8475647,0.999992371,541.105896,643.2002563,0.999996066,1505.108643,678.635376,0.999999046
1612,931.4589844,38.38981247,0.999999225,1147.108032,44.8475647,0.999993086,541.105896,643.2002563,0.999996603,1504.226807,678.9630127,0.999998212
1613,931.4589844,38.3670311,0.999999225,1147.108032,44.846138,0.999993086,541.105896,643.305481,0.999996603,1503.989014,679.0484009,0.999998093
1614,931.229126,38.35109711,0.999998927,1147.271484,44.65156937,0.999992728,541.2258301,643.4016724,0.999995708,1503.898071,679.0484009,0.999998689
1615,931.046875,38.34574127,0.999998689,1147.315552,44.64918518,0.999992609,541.2632446,644.3118896,0.999996662,1503.989014,679.0765381,0.99999851
1616,930.755188,38.25634384,0.999999285,1147.397827,44.62794113,0.999991775,541.2687988,644.3118896,0.999996662,1504.147095,679.0484009,0.999998391
1617,930.6846924,38.2040596,0.999999285,1147.400513,44.63840866,0.999991715,541.2891235,644.3118896,0.999996662,1504.147095,678.9240112,0.99999845
1618,930.65271,38.20170212,0.999999464,1147.464233,44.63840866,0.999990404,541.3317871,643.7853394,0.999996603,1504.715942,678.9240112,0.999998689
1619,930.6062012,37.96776199,0.999999404,1147.464233,44.62794113,0.999990463,541.484314,643.7618408,0.999996603,1504.818115,679.0839233,0.999998748
1620,930.6062012,37.37352753,0.999999166,1147.464233,44.32929993,0.999993801,541.6963501,643.2781372,0.999996662,1504.818237,678.9013062,0.999998212
1621,930.6056519,37.37054825,0.999999166,1147.446777,44.29043961,0.999993682,541.6966553,643.2753906,0.999996543,1504.885742,678.8794556,0.99999845
1622,930.6005249,37.22555542,0.999999166,1147.446777,44.28969193,0.999993801,541.6970825,643.2747803,0.999996543,1505.244995,678.7891235,0.999998927
1623,930.581665,37.22555542,0.999999285,1147.446777,44.28910065,0.999993682,541.6970825,643.2750854,0.999996543,1505.394043,678.7739868,0.999998927
1624,930.581665,37.22555542,0.999999285,1147.540527,44.14888382,0.999995708,541.6970825,643.2750854,0.999995768,1505.484131,678.6887207,0.999998808
1625,930.581665,37.22555542,0.999999285,1147.582886,44.12817001,0.999995708,541.6970825,643.2753906,0.999995708,1505.733154,678.5718384,0.999998868
1626,930.6907349,37.22555542,0.999999404,1147.64856,44.07866669,0.99999392,541.5264282,643.3733521,0.999996245,1506.407715,678.5692139,0.999998927
1627,930.6907349,37.22314835,0.999999404,1147.64856,44.06615448,0.999993801,541.5223999,643.3927002,0.999996424,1506.432495,678.388855,0.999998748
1628,930.6907349,37.21903992,0.999999344,1147.64856,44.06615448,0.999993801,541.5177002,643.5388794,0.999996662,1506.468628,678.1610107,0.999998808
1629,930.6779175,37.21903992,0.999999404,1147.645508,43.98949051,0.99999404,541.4927368,643.5388794,0.999996662,1506.468628,678.0957031,0.999998689
1630,930.6779175,37.21903992,0.999999285,1147.644043,43.93402481,0.999993861,541.4927368,643.5388794,0.999996185,1506.468628,678.0764771,0.999998748
1631,930.6779175,37.26028061,0.999999404,1147.619263,43.92983627,0.999994159,541.5177002,643.5388794,0.999996185,1506.468628,678.0709839,0.999998748
1632,930.9428711,37.34007263,0.999999285,1147.371582,43.85975647,0.999994636,542.3792114,643.4627686,0.999996543,1506.457397,677.7010498,0.999999166
1633,930.9440308,37.36186218,0.999999285,1147.371582,43.85975647,0.999994516,542.4162598,643.4437866,0.999996364,1506.404175,677.6273193,0.999999285
1634,931.0845337,37.50938416,0.999998569,1147.371582,43.85975647,0.999991179,542.4726563,643.1011353,0.999995708,1506.328003,677.5465698,0.999999404
1635,931.1086426,37.59944916,0.99999845,1147.418579,43.91783905,0.999989867,542.4870605,643.100708,0.999995291,1506.328003,677.5465698,0.999999404
1636,931.1290894,37.60386658,0.999998331,1147.418579,43.91783905,0.999989867,542.4876099,643.0980225,0.999995351,1506.327393,677.5465698,0.999999404
1637,931.1292725,37.60386658,0.999998212,1147.418579,43.91783905,0.999989867,542.4893188,643.0980225,0.999995291,1506.327393,677.6069946,0.999999404
1638,931.1244507,37.67844391,0.999998212,1147.387451,43.80412292,0.999990642,542.5568848,643.100708,0.999995112,1506.29895,677.6342163,0.999999404
1639,931.1244507,37.69789505,0.999998093,1147.229004,43.78518295,0.999991179,542.5568848,643.0759277,0.999995112,1506.29895,677.6530762,0.999999523
1640,931.1244507,37.69789505,0.999998212,1147.229004,43.78518295,0.999991059,542.6462402,643.0759277,0.99999547,1506.29895,677.6342163,0.999999404
1641,931.1244507,37.69789505,0.999998212,1147.229004,43.80412292,0.999991,542.6513672,643.1027832,0.99999547,1506.334961,677.6069946,0.999999404
1642,930.7991333,37.73930359,0.999998212,1147.288208,44.15301895,0.999992609,542.6513672,643.1027832,0.999996305,1506.633667,677.1702881,0.999999404
1643,930.7612305,37.73930359,0.999998093,1147.297119,44.2087059,0.999993205,542.6462402,643.2648926,0.999996305,1506.633667,677.1549072,0.999999404
1644,930.7589722,38.02276611,0.99999702,1147.620239,44.35216141,0.999992907,541.77771,643.2648926,0.999997318,1506.955566,676.6981201,0.999999404
1645,930.7591553,38.07378006,0.999997139,1147.628662,44.35565567,0.999992967,541.5241699,643.2648926,0.999997854,1506.955566,676.6524048,0.999999404
1646,930.7591553,38.07378006,0.999997139,1147.628662,44.35565567,0.999992847,541.5241699,643.2595215,0.999997795,1506.897949,676.5488892,0.999999285
1647,930.7591553,38.07378006,0.999997199,1147.628662,44.35565567,0.999992847,541.5241699,643.2595215,0.999997735,1506.955566,676.5488892,0.999999404
1648,930.7591553,38.06410217,0.999997139,1147.628662,44.3537674,0.999992847,541.4714966,643.1884155,0.999997616,1506.955566,676.5488892,0.999999404
1649,930.7612305,38.06295013,0.99999702,1147.628662,44.35290909,0.999992847,541.4714966,643.1882935,0.999997616,1506.897949,676.5593262,0.999999285
1650,930.7886963,37.9983139,0.999997497,1147.777466,43.98034668,0.999989808,541.3986816,642.7227783,0.999997675,1506.871582,676.7521973,0.999999344
1651,930.7888184,37.9983139,0.999997497,1147.777466,43.98034668,0.999989867,541.3982544,642.7186279,0.999997735,1506.830078,676.8251953,0.999999285
1652,930.7918701,37.9983139,0.999997497,1147.777466,43.98034668,0.999989808,541.3982544,642.7179565,0.999997497,1506.610352,677.2874146,0.999999404
1653,930.8643188,38.06419373,0.999997139,1147.738892,44.0310936,0.999989867,541.3982544,642.7176514,0.999997556,1506.352783,677.8265991,0.999999404
1654,931.1480713,38.88152313,0.999996901,1147.68042,44.03437042,0.999990284,541.3840332,642.7176514,0.999997258,1506.276611,678.5152588,0.999999285
1655,931.343689,39.03392792,0.999994159,1147.68042,44.037323,0.999990344,541.3840332,642.7179565,0.999997318,1506.246826,678.5446167,0.999999285
1656,932.2297974,39.26860809,0.999999344,1147.529419,44.03437042,0.999989748,541.4089355,642.8241577,0.99999845,1504.97644,679.1564941,0.999998569
1657,932.2512207,39.42140961,0.999999225,1147.529419,44.0310936,0.999989748,541.4089355,642.8241577,0.999998271,1504.785034,679.1564941,0.999998689
1658,932.2723389,39.44535446,0.999998212,1147.529419,43.91057205,0.99998796,541.4644775,642.8241577,0.999996781,1504.755127,679.2735596,0.99999845
1659,932.2723389,39.46634293,0.99999845,1147.5271,43.91004944,0.999988079,541.4656372,642.7585449,0.999996901,1504.752441,679.2860718,0.99999845
