scorer,DLC_resnet50_T001Mar9shuffle1_500000,DLC_resnet50_T001Mar9shuffle1_500000,DLC_resnet50_T001Mar9shuffle1_500000,DLC_resnet50_T001Mar9shuffle1_500000,DLC_resnet50_T001Mar9shuffle1_500000,DLC_resnet50_T001Mar9shuffle1_500000,DLC_resnet50_T001Mar9shuffle1_500000,DLC_resnet50_T001Mar9shuffle1_500000,DLC_resnet50_T001Mar9shuffle1_500000,DLC_resnet50_T001Mar9shuffle1_500000,DLC_resnet50_T001Mar9shuffle1_500000,DLC_resnet50_T001Mar9shuffle1_500000
bodyparts,Mouse1,Mouse1,Mouse1,Mouse2,Mouse2,Mouse2,Mouse3,Mouse3,Mouse3,Mouse4,Mouse4,Mouse4
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
81,932.1912842,35.45608139,0.99999994,1147.137085,43.99896622,0.999993324,544.789856,643.4650879,0.999998748,1509.751953,677.65979,0.999999404
82,932.1912842,35.45608139,1,1147.137085,43.99921417,0.999993324,544.789856,643.4650879,0.999998808,1509.751953,677.6350098,0.999999344
83,932.1912842,35.46406937,1,1147.169067,43.99896622,0.999993145,544.7489014,643.4547119,0.999998689,1509.751953,677.6350098,0.999999404
84,932.1912842,35.54512405,1,1147.227295,43.99774551,0.999994397,544.5631714,643.432251,0.999998808,1509.640381,677.6266479,0.999999404
85,932.3336182,35.57489014,0.99999994,1147.345215,43.81903076,0.999994695,544.3549194,643.3643799,0.999998927,1509.045288,677.4537964,0.999999404
86,932.3336182,35.57621384,1,1147.350952,43.77858353,0.999994874,544.2460938,643.2963867,0.999998689,1508.985229,677.3904419,0.999999404
87,932.3336182,35.57489014,1,1147.350952,43.76134491,0.999994874,544.2460938,643.2963867,0.999998689,1508.887451,677.4537964,0.999999464
88,932.3336182,35.57489014,1,1147.345215,43.76134491,0.999994814,544.2460938,643.2963867,0.999998629,1508.814941,677.4537964,0.999999523
89,932.1816406,35.54707336,1,1147.337402,43.76134491,0.999994636,544.3145752,643.369751,0.99999845,1508.814941,677.8192749,0.999999404
90,932.1816406,35.53450775,1,1147.214111,43.90666962,0.999994636,544.3243408,643.3847656,0.99999845,1508.814941,677.8325195,0.999999404
91,932.1608887,35.52720261,1,1147.213989,43.90666962,0.999994576,544.3327637,643.3863525,0.99999845,1508.759521,677.8336792,0.999999404
92,932.1568604,35.52720261,0.99999994,1147.212891,43.90666962,0.999994576,544.3327637,643.3911743,0.99999845,1508.759521,677.8400879,0.999999404
93,931.7258911,35.502491,1,1147.184448,43.85726929,0.999994934,544.3243408,644.0502319,0.999998689,1508.792969,678.5408936,0.999999285
94,931.7258911,35.502491,0.999999881,1147.115112,43.79909134,0.999995053,544.3081055,644.053833,0.999998689,1508.759521,678.5799561,0.999999166
95,931.7258911,35.52720261,1,1147.11438,43.7986908,0.999995053,544.3012085,644.0657959,0.999998569,1508.606445,678.5799561,0.999999166
96,931.8837891,35.55731964,1,1146.858032,43.72317123,0.999995351,544.1842041,644.071167,0.999998748,1508.271851,678.5408936,0.999999225
97,931.8837891,35.56306839,0.999999881,1146.842285,43.72317123,0.99999541,544.1842041,644.071167,0.999998808,1508.217896,678.3881226,0.999999285
98,931.8837891,35.56370926,1,1146.841919,43.72317123,0.999995351,544.180542,644.071167,0.999998808,1508.217896,678.3817749,0.999999285
99,931.8170776,35.58366776,1,1146.841919,43.91447449,0.999995887,544.1444092,643.9819336,0.999998569,1508.217896,678.3817749,0.999999404
100,931.7473145,35.59636688,1,1146.841919,43.91447449,0.999996066,544.0672607,643.9616699,0.999998569,1508.177124,678.3881226,0.999999285
101,931.6168823,35.71612167,1,1146.732422,43.91447449,0.99999541,543.8675537,643.6577759,0.999999046,1507.75708,678.9517822,0.999999285
102,931.5747681,35.75732422,1,1146.662842,43.8487587,0.99999547,543.8671875,643.6566162,0.999999046,1507.75708,678.9517822,0.999999285
103,931.5698242,35.75994492,1,1146.647949,43.77880478,0.999995589,543.8625488,643.6407471,0.999999046,1507.728271,678.9517822,0.999999285
104,931.5698242,35.75994492,0.999999881,1146.647461,43.77880478,0.999995589,543.8671875,643.6566162,0.999999046,1507.75708,678.927124,0.999999166
105,931.5643921,35.79528809,0.999999881,1146.647217,43.77880478,0.999995589,543.8671875,643.6577759,0.999999046,1507.865479,678.5736084,0.999999404
106,931.5643921,35.89228439,1,1146.647095,43.77878571,0.999995589,543.8625488,643.6843872,0.999999046,1507.880371,678.4415283,0.999999285
107,931.5643921,35.91858292,0.999999881,1146.647095,43.78213501,0.999995589,543.8625488,643.692749,0.999998927,1508.074951,678.383606,0.999999285
108,931.6636353,35.93625641,1,1146.647461,43.78242874,0.999995589,543.9031372,643.6942749,0.999999046,1508.210571,678.3574829,0.999999523
109,932.2321167,36.28367233,1,1146.820801,44.32751846,0.999994338,544.2655029,644.1436157,0.999998629,1508.382935,678.1189575,0.999999523
110,932.2329102,36.30432892,1,1146.910278,44.4041214,0.99999404,544.2655029,644.1834717,0.999998391,1508.441284,677.8643799,0.999999464
111,932.2329102,36.30539703,0.999999881,1146.922729,44.40962982,0.99999404,544.2655029,644.1836548,0.999998391,1508.441284,677.8330688,0.999999404
112,932.2329102,36.30432892,1,1146.922729,44.45589447,0.999993861,544.2062988,644.2054443,0.99999845,1508.44165,677.8322144,0.999999464
113,932.2321167,36.30432892,1,1146.917603,44.4561882,0.99999398,544.2033691,644.208374,0.99999845,1508.44165,677.8151855,0.999999464
114,932.2042236,36.26572418,1,1146.913452,44.46689987,0.99999404,544.199646,644.2583008,0.99999845,1508.441284,677.8322144,0.999999523
115,932.1773682,36.24073029,0.999999881,1146.913452,44.46689987,0.99999404,544.199646,644.2583008,0.999998569,1508.440918,677.8330688,0.999999464
116,932.1767578,36.23059082,0.999999881,1146.908813,44.46689987,0.99999404,544.199646,644.2583008,0.99999851,1508.320313,677.9993896,0.999999464
117,932.171875,35.95830917,1,1146.888672,44.4557724,0.999993682,544.2636108,644.1655273,0.99999845,1508.320313,678.2280273,0.999999523
118,932.163269,35.95830917,0.999999881,1146.888672,44.4557724,0.999993801,544.2636108,644.1497803,0.999998212,1508.320313,678.2956543,0.999999523
119,932.0667114,35.95830917,0.99999994,1146.888672,44.4557724,0.999994993,544.2636108,644.0535889,0.999998331,1508.371582,678.343811,0.999999523
120,931.6306763,36.02671432,0.999999881,1146.971313,44.55775833,0.999994755,544.0338135,643.8276367,0.999998808,1508.646484,678.9378662,0.999999285
121,931.6223145,36.08145142,1,1146.971313,44.55776215,0.999994636,544.0115356,643.824707,0.999998689,1508.646484,679.1800537,0.999999285
122,931.6223145,36.11807632,1,1146.984253,44.55776215,0.999994874,543.9885864,643.7484131,0.999998569,1508.675171,679.1990356,0.999999285
123,931.6306763,36.11807632,1,1146.971313,44.55775833,0.999994874,543.9885864,643.7450562,0.999998569,1508.646484,679.1990356,0.999999285
124,931.6454468,36.11807632,1,1146.971313,44.54683685,0.999994457,543.9885864,643.7450562,0.99999845,1508.639404,679.1800537,0.999999285
125,931.7683105,36.0910759,1,1146.971313,43.73338699,0.999996305,544.0656128,643.7092896,0.999998152,1508.045898,678.1534424,0.999999404
126,931.786377,36.03479767,1,1146.984253,43.28037643,0.999995947,544.0761719,643.6533813,0.999998033,1507.985474,678.0778809,0.999999404
127,931.786377,36.0293808,0.99999994,1147.274902,42.65686417,0.999993563,544.0761719,643.633667,0.999998152,1507.985474,678.0778809,0.999999404
128,931.786377,36.02916718,1,1147.295654,42.65686417,0.999993801,544.0656128,643.6010132,0.999998093,1507.985474,678.1534424,0.999999404
129,931.6760864,36.02903748,1,1147.295654,42.6293602,0.999992967,543.9851685,643.5072021,0.999997854,1507.986572,678.2734375,0.999999404
130,931.6760864,36.02903748,1,1147.284302,42.6293602,0.99999094,543.9851685,643.5072021,0.999997854,1507.98877,678.2869263,0.999999404
131,931.6641235,36.02916718,1,1147.274902,42.58917999,0.99999249,543.9851685,643.5072021,0.999997854,1508.134033,678.2869873,0.999999404
132,931.6641235,36.14486694,0.999999881,1147.022461,42.54983902,0.999994755,544.5030518,643.5875244,0.999998569,1508.140625,678.2869873,0.999999404
133,931.5621338,36.30717087,1,1146.963745,42.43099213,0.99999547,544.5308838,643.5875244,0.999998808,1508.344604,678.2869263,0.999999464
134,931.5194702,36.32989883,1,1146.960693,42.36869049,0.999994636,544.5308838,643.5875244,0.999998748,1508.356201,678.2571411,0.999999523
135,931.5193481,36.37093735,1,1146.960693,42.36869049,0.999994814,544.5303955,643.5622559,0.999998689,1508.36438,678.2571411,0.999999404
136,931.5142212,36.37093735,0.999999881,1146.955688,42.11568069,0.999995589,544.5303955,643.5622559,0.999998748,1508.418213,678.2571411,0.999999464
137,931.5137329,36.37200546,1,1146.94104,41.96275711,0.999995649,544.5302124,643.5622559,0.999998748,1508.46814,678.2597656,0.999999404
138,931.5111694,36.37200546,1,1146.94104,41.7887001,0.999996424,544.5080566,643.6815796,0.99999851,1508.545044,678.3577881,0.999999404
139,931.4240723,36.36212921,1,1146.94104,41.76540756,0.999995828,544.5080566,643.6815796,0.999998569,1508.750854,678.4874268,0.999999404
140,931.4133911,36.34388351,1,1146.937744,41.56985474,0.999995589,544.5080566,643.6815796,0.999998569,1508.790527,678.5186157,0.999999285
141,931.4133911,36.27477646,1,1146.928589,41.24804306,0.999995232,544.6239014,643.5186768,0.999997973,1508.798096,679.0680542,0.999999285
142,931.4240723,36.27477646,1,1146.928589,41.12209702,0.999995828,544.6239014,643.5186768,0.999997973,1508.798096,679.0680542,0.999999285
143,931.4539795,36.27477646,0.999999881,1146.928589,41.10939026,0.999996245,544.6583862,643.5186768,0.999997973,1508.798096,679.0680542,0.999999285
144,931.5244141,36.25331879,1,1147.427002,40.82168961,0.999992728,544.6621094,643.6237183,0.999998569,1508.804443,678.7910156,0.999999285
145,931.5354004,36.2521553,1,1147.483276,40.75007629,0.999993384,544.6621094,643.6239014,0.999998271,1508.804443,678.7910156,0.999999404
146,931.5568237,36.23613358,0.999999881,1147.60022,40.74267578,0.999992371,544.6627808,643.625,0.999998271,1508.804443,678.789856,0.999999285
147,931.5621948,36.23327255,0.99999994,1147.604858,40.74267578,0.99999243,544.6636353,643.625,0.999998271,1508.79126,678.789856,0.999999285
148,931.6394043,36.21696091,0.99999994,1147.611938,40.75007629,0.999992549,544.6692505,643.625,0.999998331,1508.790527,678.7910156,0.999999285
149,931.8005371,36.13526535,1,1148.433838,40.99637985,0.999995351,544.7229004,643.6239014,0.999999046,1508.681396,678.7984009,0.999999166
150,931.8331909,36.08695984,0.99999994,1148.440918,41.03098679,0.999995947,544.7229004,643.4900513,0.999998808,1508.556885,678.8519287,0.999999166
151,931.8340454,36.07205582,1,1148.462524,41.04123688,0.999996066,544.7229004,643.4900513,0.999998808,1508.552002,678.8519287,0.999999166
152,931.8340454,36.07175827,1,1148.440918,41.03098679,0.99999553,544.7227173,643.4900513,0.999998808,1508.552002,678.8519287,0.999999166
153,931.8331909,36.07175827,0.99999994,1148.433838,41.03098679,0.999995351,544.7227173,643.4906616,0.999998808,1508.552002,678.8007813,0.999999225
154,931.8207397,36.04005814,1,1148.462524,41.03846359,0.999995708,544.6906738,643.4906616,0.999998808,1508.552002,678.7998657,0.999999225
155,931.7771606,36.01657486,0.99999994,1148.462524,41.03846359,0.99999541,544.6879272,643.50354,0.999998808,1508.552002,678.7997437,0.999999285
156,931.6300049,35.680439,1,1148.417358,41.03846359,0.999995053,544.409729,643.5038452,0.999998808,1508.418823,678.7666016,0.999999285
157,931.2865601,35.6297226,1,1148.404907,41.05194473,0.999996185,544.3024902,643.5529175,0.999998808,1508.4021,678.7462769,0.999999285
158,931.2700195,35.61719131,0.999999881,1147.832153,42.87487793,0.999972463,544.3005371,643.5533447,0.999998808,1508.400757,678.7422485,0.999999285
159,931.2492065,35.61719131,1,1147.58728,43.23808289,0.999984145,544.3005371,643.7680664,0.999998927,1508.320801,678.7420044,0.999999225
160,931.1625977,35.61719131,0.999999881,1147.211914,43.26702881,0.999985337,544.3007813,643.7769775,0.999998808,1508.314209,678.7420044,0.999999166
161,931.1453857,35.59685135,1,1147.177368,43.30144501,0.999985278,544.3013306,643.7769775,0.999998808,1508.314087,678.7420044,0.999999225
162,931.1028442,35.59674835,0.999999881,1147.108276,43.30151367,0.999986827,544.3013306,643.7769775,0.999998927,1508.30127,678.7113647,0.999999225
163,931.1028442,35.59674835,1,1147.093628,43.38227081,0.999989927,544.3013306,643.7769775,0.999998808,1508.30127,678.7102661,0.999999225
164,931.1028442,35.59674835,0.999999881,1147.011108,43.4716835,0.99998498,544.3013306,643.7769775,0.999998808,1508.30127,678.6669922,0.999999285
165,931.1762085,35.78458405,1,1146.952515,43.61488724,0.999994755,544.2200317,643.5886841,0.999998987,1508.391235,678.1074219,0.999999464
166,931.2319946,35.82995224,0.999999881,1146.952515,43.75197601,0.999994755,544.2200317,643.2130737,0.999998808,1508.405884,678.1047363,0.999999523
167,931.2973022,35.83851624,1,1146.902832,43.8167038,0.999994516,544.2200317,643.2130737,0.999998808,1508.414917,678.0964355,0.999999523
168,931.4202271,36.12296295,0.999999881,1146.897705,43.96602249,0.999995232,544.3814087,643.2130737,0.999998927,1508.720947,678.0964355,0.999999404
169,931.4379883,36.12597656,0.999999881,1146.848999,44.03562164,0.999995589,544.4358521,643.2330933,0.999998748,1508.776001,678.0964355,0.999999404
170,931.4379883,36.12597656,1,1146.793213,44.35261917,0.999994874,544.4395752,643.2399902,0.999998569,1508.785767,678.1047363,0.999999285
171,931.4202271,36.12296295,1,1146.761719,44.49604797,0.999995112,544.4395752,643.2852173,0.999998629,1508.866577,678.1237183,0.999999404
172,931.3214111,36.10403824,1,1146.712158,44.55944443,0.999994874,544.4399414,643.3646851,0.999998689,1508.866577,678.1328125,0.999999404
